ESTADO;COD PRODUTO;DESCRIÇÃO PRODUTO;NCM;COD PRINCIPAL;DESC. PRINCIPAL;COD IMOBILIZADO;DESC. IMOBILIZADO;COD GRUPO;DESC. GRUPO;COD CC;DESC CC;CONDICAO;APELIDO;CNPJ FORNEC;RAZÃO SOCIAL;Nº NFE;SERIE;ITEM Nfe;CHAVE ELETRÔNICA;QTD;P. UNIT.;TOTAL ITEM;VLR CONTABIL ;BASE ICMS;PERC ICMS;VLR ICMS;DT EMISSÃO;DT LANC;Dt Aquisição;Vlr.Aquis;Tot.Deprec;Vlr.Residual;Reaval.Mapa 2;Deemed Cost;Vlr.Consolid
NOVO;11505;CADEIRA                                 ;83024900       ;;;26316;CADEIRA EXECUTIVA PALITO 35CM COURVIM PRETO ;7;MÓVEIS E UTENSÍLIOS                                         ;12-1;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-ADMINISTRATIVO;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11521;72;1;35250511018053000156550010000115211951041107      ;6;195;1170;1170;0;0;0;29/05/2025;18/06/2025;18/06/2025;195;6,48;188,52;0;0;188,52
NOVO;11505;CADEIRA                                 ;83024900       ;;;26317;CADEIRA EXECUTIVA PALITO 35CM COURVIM PRETO ;7;MÓVEIS E UTENSÍLIOS                                         ;12-1;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-ADMINISTRATIVO;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11521;72;1;35250511018053000156550010000115211951041107      ;6;195;1170;1170;0;0;0;29/05/2025;18/06/2025;18/06/2025;195;6,48;188,52;0;0;188,52
NOVO;98008;ESCADA ALUM. TIPO PLATAFORMA 6 DEGRAUS  ;76169900       ;;;26328;ESCADA PLATAFORMA NR12 ALTURA 1,75 (6 DEGRAUS) ;7;MÓVEIS E UTENSÍLIOS                                         ;14-11;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-SGI - SIST GESTÃO INTEGRADO;9;APELIDO;26262993/0001-63;ESCALEVE ESCADA INDUSTRIA, COMERCIO E DISTRIBUIDORA LTDA    ;10770;72;1;35250626262993000163550010000107701000007777      ;1;2594,58;2594,58;2678,9;2678,9;18;482,2;02/06/2025;18/06/2025;18/06/2025;2678,9;89,28;2589,62;0;0;2589,62
NOVO;135211;MAQUINA TORCAO RIGIDA JLK 630 6+12+18   ;84794000       ;;;26329;MAQUINA TORCAO RIGIDA JLK 630 6+12+18 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-14;"INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-UN. DE FABRICAÇÃO BIMETÁLICOS ""AS""(SILO)";9;APELIDO;0/0000-00;WUXI HENGTAI CABLE MACHINERY MANUFACTURE CO., LTDA          ;643749;0;1;35250446754545000194550000006437491202504379      ;0,2;2312114,17;462422,83;462422,83;341992,02;18;61558,56;30/04/2025;20/06/2025;20/06/2025;2640895,15;88029,84;2552865,31;0;0;2552865,31
NOVO;135454;TREFILA MULTIFIOS 16 LINHAS DB120-16-16 ;84631090       ;;;26330;TREFILA MULTIFIOS 16 LINHAS DB120-16-16 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-14;"INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-UN. DE FABRICAÇÃO BIMETÁLICOS ""AS""(SILO)";9;APELIDO;0/0000-00;GUANGDONG CMIC IMPORT AND EXPORT CO., LTD:56:15             ;644343;0;1;35250546754545000194550000006443431202505580      ;0,5;1748519,23;874259,62;874259,62;645893,45;18;116260,82;06/05/2025;20/06/2025;20/06/2025;1966216,44;65540,56;1900675,88;0;0;1900675,88
NOVO;135369;FERRAMENTA APLICAÇÃO CONECTOR CUNHA AL  ;00000000       ;;;26331;FERRAMENTA APLICAÇÃO CONECTOR CUNHA AL ;2;FERRAMENTAS                                                 ;11-8;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-CONTROLE DE QUALIDADE;9;APELIDO;29751441/0001-07;J.P. USINAGENS LTDA                                         ;173;72;1;35250529751441000107550010000001731707000307      ;1;2600;2600;2600;0;0;0;22/05/2025;20/06/2025;20/06/2025;2359,52;78,64;2280,88;0;0;2280,88
NOVO;130453;RACK DE PAREDE COM 20u x 570mm          ;94032090       ;;;26332;RACK DE PAREDE COM 20u x 570mm ;1;EQUIPAMENTOS DE INFORMÁTICA                                 ;11-17;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-TECNOLOGIA DA INFORM. E COMUNIC. T.I.C.;9;APELIDO;7075762/0001-04;GUSTAVO MANTOVANI NASCIMENTO - ME                           ;18070;72;1;35250507075762000104550010000180701896995829      ;1;1080;1080;1080;0;0;0;28/05/2025;24/06/2025;24/06/2025;1080;72;1008;0;0;1008
NOVO;135535;MOTOR TRIF.016CV 6P 220/380V C/PES/FLAN ;85015110       ;;;26333;MOTOR TRIF.016CV 6P 220/380V C/PES/FLAN ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;4376504/0001-61;LUCIANO CHIARELO & CIA LTDA.                                ;142773;72;1;35250604376504000161550010001427731478232937      ;1;1305,42;1305,42;1305,42;1305,42;18;234,98;02/06/2025;24/06/2025;24/06/2025;949,69;31,64;918,05;0;0;918,05
NOVO;22015;BEBEDOURO DE AGUA CAP.100 L             ;84212100       ;;;26334;BEBEDOURO DE AGUA CAP.100 L LINHA RESISTENTI ;7;MÓVEIS E UTENSÍLIOS                                         ;14-18;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 2;9;APELIDO;56941982/0001-70;HIDROFIL MATERIAIS DE CONSTRUÇAO LTDA - ME                  ;12675;72;1;35250656941982000170550010000126751000082827      ;1;4280;4280;4280;0;0;0;04/06/2025;24/06/2025;24/06/2025;4280;142,68;4137,32;0;0;4137,32
NOVO;20187;SELADORA FILETE PEDAL FP 35             ;84224090       ;;;26335;SELADORA FILETE PEDAL FP 35 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;11-28;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-MONTAGEM;9;APELIDO;45235314/0001-01;INDUSTRIA DE MAQUINAS PARA PLASTICOS IMAP LTDA - EPP        ;31293;72;1;35250645235314000101550010000312931000567210      ;1;2490;2490;2490;0;0;0;05/06/2025;24/06/2025;24/06/2025;2259,83;75,32;2184,51;0;0;2184,51
NOVO;129258;BANCADA 1GAVETA 1000mmC/TAMPO COMPE.40mm;94032090       ;;;26336;BANCADA 1GAVETA 1000mmC/TAMPO COMPE.40mm ;7;MÓVEIS E UTENSÍLIOS                                         ;14-18;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 2;9;APELIDO;66185133/0001-98;ORLASOLDA COMERCIO DE EQUIPAMENTOS E SOLDAS LTDA.           ;199623;72;1;35250566185133000198550010001996231282585347      ;2;935;1870;1870;1870;18;336,6;29/05/2025;25/06/2025;25/06/2025;935;31,16;903,84;0;0;903,84
NOVO;129258;BANCADA 1GAVETA 1000mmC/TAMPO COMPE.40mm;94032090       ;;;26337;BANCADA 1GAVETA 1000mmC/TAMPO COMPE.40mm ;7;MÓVEIS E UTENSÍLIOS                                         ;14-18;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 2;9;APELIDO;66185133/0001-98;ORLASOLDA COMERCIO DE EQUIPAMENTOS E SOLDAS LTDA.           ;199623;72;1;35250566185133000198550010001996231282585347      ;2;935;1870;1870;1870;18;336,6;29/05/2025;25/06/2025;25/06/2025;935;31,16;903,84;0;0;903,84
NOVO;106582;REDUTOR MB41.2-RED.1:24,7-FC.V6-FL-C120 ;84834010       ;;;26338;REDUTOR MB41.2-RED.1:24,7-FC.V6-FL-C120 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;54614813/0001-09;MACOPEMA INDUSTRIA E COMERCIO LTDA.                         ;112263;72;1;35250654614813000109550010001122631047559730      ;2;2129;4258;4258;2081,74;18;374,71;03/06/2025;26/06/2025;26/06/2025;1744,71;58,16;1686,55;0;0;1686,55
NOVO;106582;REDUTOR MB41.2-RED.1:24,7-FC.V6-FL-C120 ;84834010       ;;;26339;REDUTOR MB41.2-RED.1:24,7-FC.V6-FL-C120 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;54614813/0001-09;MACOPEMA INDUSTRIA E COMERCIO LTDA.                         ;112263;72;1;35250654614813000109550010001122631047559730      ;2;2129;4258;4258;2081,74;18;374,71;03/06/2025;26/06/2025;26/06/2025;1744,71;58,16;1686,55;0;0;1686,55
NOVO;106582;REDUTOR MB41.2-RED.1:24,7-FC.V6-FL-C120 ;84834010       ;;;26340;MOTOR1,5CV-4P-TRIF.220/380V-B14-60HZIP55 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;54614813/0001-09;MACOPEMA INDUSTRIA E COMERCIO LTDA.                         ;112263;72;1;35250654614813000109550010001122631047559730      ;2;2129;4258;4258;2081,74;18;374,71;03/06/2025;26/06/2025;26/06/2025;1365,53;45,52;1320,01;0;0;1320,01
NOVO;106582;REDUTOR MB41.2-RED.1:24,7-FC.V6-FL-C120 ;84834010       ;;;26341;MOTOR1,5CV-4P-TRIF.220/380V-B14-60HZIP55 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;54614813/0001-09;MACOPEMA INDUSTRIA E COMERCIO LTDA.                         ;112263;72;1;35250654614813000109550010001122631047559730      ;2;2129;4258;4258;2081,74;18;374,71;03/06/2025;26/06/2025;26/06/2025;1365,53;45,52;1320,01;0;0;1320,01
NOVO;83742;MESA REUNIÃO                            ;94033000       ;;;26342;MESA REUNIÃO ;7;MÓVEIS E UTENSÍLIOS                                         ;11-11;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-COMERCIAL;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4736;72;1;35250612259056000144550010000047361051271256      ;1;740;740;740;0;0;0;03/06/2025;26/06/2025;26/06/2025;740;24,68;715,32;0;0;715,32
NOVO;83742;MESA REUNIÃO                            ;94033000       ;;;26343;CADEIRA FIXA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-11;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-COMERCIAL;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4736;72;1;35250612259056000144550010000047361051271256      ;1;740;740;740;0;0;0;03/06/2025;26/06/2025;26/06/2025;260;8,68;251,32;0;0;251,32
NOVO;83742;MESA REUNIÃO                            ;94033000       ;;;26344;CADEIRA FIXA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-11;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-COMERCIAL;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4736;72;1;35250612259056000144550010000047361051271256      ;1;740;740;740;0;0;0;03/06/2025;26/06/2025;26/06/2025;260;8,68;251,32;0;0;251,32
NOVO;83742;MESA REUNIÃO                            ;94033000       ;;;26345;CADEIRA FIXA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-11;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-COMERCIAL;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4736;72;1;35250612259056000144550010000047361051271256      ;1;740;740;740;0;0;0;03/06/2025;26/06/2025;26/06/2025;260;8,68;251,32;0;0;251,32
NOVO;83742;MESA REUNIÃO                            ;94033000       ;;;26346;CADEIRA FIXA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-11;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-COMERCIAL;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4736;72;1;35250612259056000144550010000047361051271256      ;1;740;740;740;0;0;0;03/06/2025;26/06/2025;26/06/2025;260;8,68;251,32;0;0;251,32
NOVO;11505;CADEIRA                                 ;83024900       ;;;26347;CADEIRA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-22;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-USINAGEM;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;540;18;522;0;0;522
NOVO;11505;CADEIRA                                 ;83024900       ;;;26348;CADEIRA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-22;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-USINAGEM;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;540;18;522;0;0;522
NOVO;11505;CADEIRA                                 ;83024900       ;;;26349;CADEIRA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-22;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-USINAGEM;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;540;18;522;0;0;522
NOVO;11505;CADEIRA                                 ;83024900       ;;;26350;CADEIRA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-22;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-USINAGEM;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;540;18;522;0;0;522
NOVO;11505;CADEIRA                                 ;83024900       ;;;26351;CADEIRA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-22;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-USINAGEM;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;540;18;522;0;0;522
NOVO;11505;CADEIRA                                 ;83024900       ;;;26352;CADEIRA ;7;MÓVEIS E UTENSÍLIOS                                         ;11-22;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-USINAGEM;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;540;18;522;0;0;522
NOVO;11505;CADEIRA                                 ;83024900       ;;;26353;ARMARIO AÇO TIPO VESTIARIO C/ 16 PORTAS ;7;MÓVEIS E UTENSÍLIOS                                         ;14-19;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-REFEITÓRIO;9;APELIDO;11018053/0001-56;ABSOLUTA MOVEIS PARA ESCRITÓRIO LTDA ME                     ;11536;72;1;35250611018053000156550010000115361949688731      ;6;540;3240;3240;0;0;0;04/06/2025;26/06/2025;26/06/2025;1260;42;1218;0;0;1218
NOVO;96571;CLP 300HP-H3 COM IHM 13798125  WEG      ;85371020       ;;;26354;CLP 300HP-H3 COM IHM 13798125  WEG ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;4376504/0001-61;LUCIANO CHIARELO & CIA LTDA.                                ;143006;72;1;35250604376504000161550010001430061423758477      ;2;7217,47;14434,94;14434,94;14434,94;18;2598,29;04/06/2025;26/06/2025;26/06/2025;5250,7;175,04;5075,66;0;0;5075,66
NOVO;96571;CLP 300HP-H3 COM IHM 13798125  WEG      ;85371020       ;;;26355;CLP 300HP-H3 COM IHM 13798125  WEG ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;4376504/0001-61;LUCIANO CHIARELO & CIA LTDA.                                ;143006;72;1;35250604376504000161550010001430061423758477      ;2;7217,47;14434,94;14434,94;14434,94;18;2598,29;04/06/2025;26/06/2025;26/06/2025;5250,7;175,04;5075,66;0;0;5075,66
NOVO;25894;MORSA NUMERO 3 SOMMAR/METALSUL          ;82057000       ;;;26356;MORSA NUMERO 3 SOMMAR/METALSUL ;2;FERRAMENTAS                                                 ;14-29;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-GUAINA NOVA UNIDADE;9;APELIDO;66185133/0001-98;ORLASOLDA COMERCIO DE EQUIPAMENTOS E SOLDAS LTDA.           ;199754;72;1;35250666185133000198550010001997541412365487      ;1;167,8;167,8;167,8;0;0;0;04/06/2025;26/06/2025;26/06/2025;152,28;5,08;147,2;0;0;147,2
USADO;119786;MAQUINA DE SOLDA MRW 12                 ;84688010       ;;;26357;MAQUINA DE SOLDA MRW 12 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-15;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MULTIPLEX 1;9;APELIDO;49808421/0001-32;COPPERSTEEL BIMETALICOS LTDA                                ;173783;0;1;35250649808421000132550000001737831202506143      ;1;13000;13000;13000;0;0;0;25/06/2025;26/06/2025;26/06/2025;13000;433,32;12566,68;0;0;12566,68
NOVO;135766;MOTORREDUTOR-MP03-2 Red.28 FC.B3 C140   ;85015210       ;;;26358;MOTORREDUTOR-MP03-2 Red.28 FC.B3 C140 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;11-24;INTELLI IND.TERM.ELETR.LTDA - MATRIZ-FERRAMENTARIA;9;APELIDO;54614813/0001-09;MACOPEMA INDUSTRIA E COMERCIO LTDA.                         ;112264;72;1;35250654614813000109550010001122641572908471      ;1;10130;10130;10130;10130;12;1215,6;03/06/2025;27/06/2025;27/06/2025;7977,37;265,92;7711,45;0;0;7711,45
NOVO;109276;EVAPORADORA DE 18000BTUS                ;84151011       ;;;26359;AR CONDICIONADO ELGIN ECO INVERTER 18 BTUS ;7;MÓVEIS E UTENSÍLIOS                                         ;15-1;INTELLI IND. TERM. ELETR. - ALCOBI-GERÊNCIA;9;APELIDO;18928807/0001-54;UNIAR COMERCIO DE ELETRO-ELETRÔNICOS E SERVIÇOS LTDA        ;989936;72;2;31250618928807000154550010009899361372223467      ;1;1304,24;1304,24;1304,24;1304,24;12;156,51;05/06/2025;01/07/2025;01/07/2025;3260,6;81,51;3179,09;0;0;3179,09
NOVO;126150;EVAP HI-WALL                            ;84151011       ;;;26360;AR CONDICIONADO ELGIN ECO 30.000 BTUS ;7;MÓVEIS E UTENSÍLIOS                                         ;12-11;INTELLI IND.TERM.ELETR.LTDA - FUNDIÇÃO-GUAINA;9;APELIDO;18928807/0001-54;UNIAR COMERCIO DE ELETRO-ELETRÔNICOS E SERVIÇOS LTDA        ;989938;72;2;31250618928807000154550010009899381411226330      ;1;2220;2220;2220;2220;12;266,4;05/06/2025;01/07/2025;01/07/2025;5550;138,75;5411,25;0;0;5411,25
NOVO;126150;EVAP HI-WALL                            ;84151011       ;;;26361;AR CONDICIONADO ELGIN ECO 30.000 BTUS ;7;MÓVEIS E UTENSÍLIOS                                         ;15-9;INTELLI IND. TERM. ELETR. - ALCOBI-MANUTENÇÃO ELÉTRICA;9;APELIDO;18928807/0001-54;UNIAR COMERCIO DE ELETRO-ELETRÔNICOS E SERVIÇOS LTDA        ;990060;72;2;31250618928807000154550010009900601665614302      ;1;2220;2220;2220;2220;12;266,4;05/06/2025;01/07/2025;01/07/2025;5550;138,75;5411,25;0;0;5411,25
NOVO;112594;"TV SMART 42"" SANSUMG                    ";85287200       ;;;26362;"TV SMART 42"" SANSUMG ";1;EQUIPAMENTOS DE INFORMÁTICA                                 ;14-11;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-SGI - SIST GESTÃO INTEGRADO;9;APELIDO;26404731/0052-36;ELETROZEMA LTDA                                             ;19197;73;1;35250626404731005236550020000191971702604380      ;1;2271,59;2271,59;1999;0;0;0;06/06/2025;01/07/2025;01/07/2025;1999;99,96;1899,04;0;0;1899,04
NOVO;104552;ALICATE AMPER.400A-600V AC/DC FLUKE 325 ;90303329       ;;;26363;ALICATE AMPER.400A-600V AC/DC FLUKE 325 ;2;FERRAMENTAS                                                 ;15-9;INTELLI IND. TERM. ELETR. - ALCOBI-MANUTENÇÃO ELÉTRICA;9;APELIDO;565813/0001-29;ANHANGUERA COMERCIO DE FERRAMENTAS LTDA.                    ;1408893;74;1;35250600565813000129550030014088931096505956      ;1;1297,92;1297,92;1297,92;0;0;0;11/06/2025;03/07/2025;03/07/2025;1177,86;29,46;1148,4;0;0;1148,4
NOVO;117392;CADEIRA BALCÃO EXECUTIVA BASE GIRATORIA ;99999999       ;;;26364;CADEIRA BALCÃO EXECUTIVA BASE GIRATORIA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-6;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-PORTARIA / GUARITA;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4755;72;1;35250612259056000144550010000047551184085378      ;2;610;1220;1220;0;0;0;11/06/2025;03/07/2025;03/07/2025;610;15,24;594,76;0;0;594,76
NOVO;117392;CADEIRA BALCÃO EXECUTIVA BASE GIRATORIA ;99999999       ;;;26365;CADEIRA BALCÃO EXECUTIVA BASE GIRATORIA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-6;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-PORTARIA / GUARITA;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4755;72;1;35250612259056000144550010000047551184085378      ;2;610;1220;1220;0;0;0;11/06/2025;03/07/2025;03/07/2025;610;15,24;594,76;0;0;594,76
NOVO;128845;APARADOR ALTERNATIVO PRETO              ;94033000       ;;;26366;APARADOR ALTERNATIVO PRETO ;7;MÓVEIS E UTENSÍLIOS                                         ;14-1;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-CONTROLADORIA;9;APELIDO;12259056/0001-44;DANILO BELATO - ME                                          ;4756;72;1;35250612259056000144550010000047561700889037      ;1;420;420;420;0;0;0;11/06/2025;03/07/2025;03/07/2025;420;10,5;409,5;0;0;409,5
NOVO;136161;CONJUNTO FLANGE DE ROLOS FRACIONADOR 005;73079100       ;;;26367;CONJUNTO FLANGE DE ROLOS FRACIONADOR 005 ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-13;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO MECÂNICA;9;APELIDO;8599414/0001-90;NREC - USINAGEM, CALDEIRARIA E MONTAGEM INDUSTRIAL LTDA     ;85;72;1;35250608599414000190550010000000851358911644      ;1;10840;10840;10840;0;0;0;16/06/2025;03/07/2025;03/07/2025;9837,3;245,94;9591,36;0;0;9591,36
NOVO;83741;MESA                                    ;94033000       ;;;26368;MESA / BANCADA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-30;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-ALMOXARIFADO - PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;11;72;1;35250612347781000174550010000000111083071044      ;4;1925;7700;7700;0;0;0;18/06/2025;03/07/2025;03/07/2025;1925;48,12;1876,88;0;0;1876,88
NOVO;83741;MESA                                    ;94033000       ;;;26369;MESA / BANCADA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-30;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-ALMOXARIFADO - PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;11;72;1;35250612347781000174550010000000111083071044      ;4;1925;7700;7700;0;0;0;18/06/2025;03/07/2025;03/07/2025;1925;48,12;1876,88;0;0;1876,88
NOVO;83741;MESA                                    ;94033000       ;;;26370;MESA / BANCADA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-30;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-ALMOXARIFADO - PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;11;72;1;35250612347781000174550010000000111083071044      ;4;1925;7700;7700;0;0;0;18/06/2025;03/07/2025;03/07/2025;1925;48,12;1876,88;0;0;1876,88
NOVO;83741;MESA                                    ;94033000       ;;;26371;MESA / BANCADA ;7;MÓVEIS E UTENSÍLIOS                                         ;14-30;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-ALMOXARIFADO - PATRIMÔNIO;9;APELIDO;12347781/0001-74;EDSON ALVES MACHADO                                         ;11;72;1;35250612347781000174550010000000111083071044      ;4;1925;7700;7700;0;0;0;18/06/2025;03/07/2025;03/07/2025;1925;48,12;1876,88;0;0;1876,88
NOVO;128103;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P     ;84145990       ;;;26372;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;47665559/0001-02;IBRAM INDUSTRIA BRASILEIRA MAQUINAS LTDA                    ;61695;72;1;35250747665559000102550010000616951308380607      ;10;1690;16900;16900;16900;18;3042;02/07/2025;07/07/2025;07/07/2025;1229,47;30,75;1198,72;0;0;1198,72
NOVO;128103;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P     ;84145990       ;;;26373;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;47665559/0001-02;IBRAM INDUSTRIA BRASILEIRA MAQUINAS LTDA                    ;61695;72;1;35250747665559000102550010000616951308380607      ;10;1690;16900;16900;16900;18;3042;02/07/2025;07/07/2025;07/07/2025;1229,47;30,75;1198,72;0;0;1198,72
NOVO;128103;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P     ;84145990       ;;;26374;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;47665559/0001-02;IBRAM INDUSTRIA BRASILEIRA MAQUINAS LTDA                    ;61695;72;1;35250747665559000102550010000616951308380607      ;10;1690;16900;16900;16900;18;3042;02/07/2025;07/07/2025;07/07/2025;1229,47;30,75;1198,72;0;0;1198,72
NOVO;128103;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P     ;84145990       ;;;26375;VENT.SIROCO VSC020C78P1Z01 1/3CV 2P ;6;MÁQ EQUIP FABRICA - REAVAL                                  ;14-17;INTELLI IND.TERM.ELETR.LTDA MULTIPLEX-MANUTENÇÃO ELÉTRICA;9;APELIDO;47665559/0001-02;IBRAM INDUSTRIA BRASILEIRA MAQUINAS LTDA                    ;61695;72;1;35250747665559000102550010000616951308380607      ;10;1690;16900;16900;16900;18;3042;02/07/2025;07/07/2025;07/07/2025;1229,47;30,75;1198,72;0;0;1198,72
